id	topic	score	text
638551491230437376	hannibal	1	Tonights a good stopping point. Tomorrow I watch the last 6 episodes of Hannibal, ie. the Red Dragon arc.
641593559100059649	kerry	0	@DeclanOBrien_ Got it Monday first with Cyril, Tuesday last with Kerry, Wednesday second and Friday fourth.
640050805094117376	scotus	-1	@pnkust @USSupremeCourt Here, this will explain SCOTUS decision on SS marriage as it applied it to 14th Amend.  http://t.co/WqHlbCq9wS
639067369869049856	nintendo	1	@Bendilin @TheFrenchCritic With Nintendo's policy on their flagship exclusives? There are better odds of the sun going supernova in 10 secs.
637973642211667968	fleetwood mac	1	If you're not starting your Sunday morning with Fleetwood Mac, you're doing it wrong.
641602616502259713	apple	0	@yxblyh We are hoping for the September 17th. Just waiting for approval from Apple.
638138400248332290	jurassic world	-1	@Der_Lemke yeah I loved the 1st film and book. Was disappointed with Jurassic World (but I seem to be in a minority)
621335034859925504	amazon prime day	1	"**If you love a great deal-- don't forget Amazon Prime Day is today!    They have ""Black Friday"" type deals.  I... http://t.co/Tp8LQYoLzG"
641432151506878464	serena	1	Serena reaches her 7th semifinals of the #USOpen in a row. Two more matches to complete the Grand Slam.
627841613394526208	pride parade	-1	Horrible news. The 17 yo girl stabbed at the Pride Parade on Thursday died of her wounds... BDE
637308387353432064	@microsoft	0	@joebelfiore @GabeAul @Microsoft @Lumia @satyanadella plz add L1520 in the 1st wave of windows10 phones release.plz dont hurt ur diehardfans
641300425505918976	harry potter	0	@ZinedineHimovic you're Floyd may weather and I'm 50 cent don't make me force you to read full sentences from Harry Potter
633718760839487489	ibm	1	"#LinuxCon attendees, join IBM in the Cedar Room in 15 minutes for a ""Linux Without Limits"" meetup (includes lunch): http://t.co/q5XYwe8Bkd"
634582110607642624	rick perry	0	.@JenniferJJacobs: Rick Perry: A young 1st term senator put country's economy and foreign policy in the ditch, time for experienced leader.
637089129797304321	erdogan	-1	@Mwforhr ..as the 1st November election nears Erdogan may dither &amp; push US to do this difficult task &amp; take the blame http://t.co/6AfFXGMsrc
641616155619258368	scotus	1	Skimmed it  May not LIKE the SCOTUS decision but it's THE LAW. No offense, but your Pope? Climate Change? seriously? https://t.co/xg2ErQjdvH
635307656861716480	jurassic world	1	@shawsg hi, when will you have show times for Jurassic World (3d)? Excited about Aug 27th!
640652246712254464	donald trump	0	Neither ABC,NBC nor @FoxNewsSunday had ONE panelist favoring the Ky clerk or Donald Trump on Sunday!.
640391689035739137	beyonce	0	Well strangers on the internet are calling me names on a Saturday night at 1 am about Beyonce so I'm done discussing her.
641621345617465344	iphone	0	this 10 year old on the bus tryina convince me he's got an iPhone 6 Plus and I'm sat here like https://t.co/rq0S3LFJtA
639991336410722304	beyonce	1	Tomorrow at this time I'll be with beyonce
641378986573082629	bentley	1	We hope all of you vendors out there can make it out launch party next Tuesday at Warehouse 215 @ Bentley... http://t.co/1Jen4swCJ1
639908033196376068	seinfeld	1	@jacktame Given your love of Kanye and my love of Seinfeld, I think you may dig this. https://t.co/uyGJAf4UCh
641416176304680960	ipad	0	@Dennisd1971 if you are using an iPhone or iPad you may not be able to view it their youtube app.  Try on your computer.
637186895110279168	pride parade	1	Parents in Zurich and going to Pride Parade tomorrow. I'm jealous :)
624971808652042240	eric church	1	Fun night for everyone that remembered the concert.. Right Derek? @ 1st Luthern Eric Church https://t.co/D9cl9qOGm2
621055603524284416	michelle obama	-1	Don't yall see what they doin they distracting us with today's kids will ever know because on July 14 Barack and Michelle obama got together
641533927824363520	labor day	1	Aww it's Labor Day on the movie, that was just Monday haha
641652633414037504	nike	1	Diego sat down and talks about van life, Toy Machine, and his new role as Nike team dude back in Argentina. http://t.co/8WehDDsT4t
641648280338886656	hillary	-1	"@OutnumberedFNC @ainsleyearhardt Hillary's 1st Tele News explan ""The server I used was set up by the Secret Service 4 the Pres"" Y 4gotten???"
640694701054668800	disneyland	1	@taffycicadas he's their 3rd wheel they went to disneyland on a date and machimiya heard that they were going and invited himself
632349185971392512	metlife	1	To anyone going to The Big Revival Tour tomorrow at Metlife: Have fun!! Can't wait to go in a few weeks!
631046988679782400	bob marley	1	@Beller6 hahahahha fair play see u tomorrow we can tell the time and listen to bob marley together???
631412882316460032	kurt cobain	1	No big deal, just a Kurt Cobain solo alburm that includes a COMEDY SKETCH http://t.co/h2Q0QZAkpu
637730364614537216	oracle	0	An oracle casts a spell so that she may see the future shadowed in mystery. #amwriting #amwritingfantasy
634225763709947904	snoop dogg	0	I forgot Salt N Peppa and Snoop Dogg coming to the fair on the 2nd..
621441702021210112	amazon prime day	2	What have you scored today?   It's Amazon Prime Day ~ More Deals Than Black Friday! #HappyPrimeDay ----&gt; http://t.co/yKhWFKrvH3
641628092843360256	labor day	1	FYI: we're taking a hiatus through end of Sept., but we'll see you again in October! [pic from Labor Day catering] http://t.co/qVJZqju8wQ
637229009844215808	angela merkel	1	Angela Merkel: strong link between the euro and peace https://t.co/0AOvzufdIz
633094789894811648	oracle	0	Infoteckno: cloudbnb Fundamentals of Database Systems with Oracle 10g Programming: A Primer (6th Edition) - http://t.co/uNzfk4TV95
627201923070959616	google+	0	Friday roast - Google spins Google+, gives masterclass in bad blogging http://t.co/yk0lmqxOum - I had some fun with this one :#goners :)
639461839760396288	sarah palin	1	@morningmika Your morning show is the one thing on any NBC outlet that is worth watching. May God always bless Sarah Palin and her family!
641457255393660928	nike	0	I might wear my Nike slides tomorrow just for that tweet
641276694670766080	harper	-1	New CPC ad: Harper may not be perfect, respectful, reliable, accountable, truthful, but... wait where were we going with this?  #elxn42
625765855142522881	michelle obama	0	Have you seen the first lady? Michelle Obama may still be in the Coachella Valley @TDSColinAtagi http://t.co/fk04VotSVB via @mydesert
640939867866800129	chelsea	1	Dear friends New York is calling and from 13th to 22 october I'll exhibit in Chelsea with the famous gallerist Nina Torres..I can't wait..
636931785054638080	ac/dc	1	Just turned on my @pandora_radio and got The Ronettes followed by AC/DC. I just might survive Thursday if this keeps up.
639838311444520960	bentley	1	Girls Volleyball practice has changed locations. Monday from 5pm-6pm they will practice at the Salem Commons instead of Bentley
640574781314744320	arsenal	1	lol he's better than any United centreback, would be 4th choice at Arsenal https://t.co/S5uTdqxI79
641192429375193088	chelsea	0	Chelsea ready January bid for star with price tag in excess o... http://t.co/trb04g0WlD | https://t.co/B5f6Ytxx8G http://t.co/q2j6Rl2XGp
621949181981290496	amazon prime day	1	Amazon Prime Day broke sales records exceeding Black Friday 2014 sales, which had been the biggest Black Friday to date says Amazon.
640554326193082368	kerry	-1	"Kremlin support of Assad regime may lead to possible""confrontation"" with US led coalition:Kerry #RAAF @RodgerShanahan http://t.co/mk8ttNCGGG"
634890756763852801	google+	0	It's Friday and I still don't have google+, Ross posted my latest video on Reddit, you can post your comment and discuss it here.
630505491630792704	digi	2	"""The only thing good about a Monday is Digi""- Ben Tait 2k15..he nas"
639088763898068992	ric flair	1	If @MsCharlotteWWE defeats Nikki Bella at #nightofchampions, it Should be similar to how Ric Flair beat Dusty Rhodes to win his 1st title
634737573466927104	digi	2	@hannahwaydaxo @DigiTour I'm going too!! I'm so excited, did you go to Digi on June 13th??
640933810616582144	messi	1	Messi and Ronaldo please, but it seems we will be stuck with the duds that let us all down on Friday.  https://t.co/ftu8tveLku
640444001770958848	david cameron	-1	This, from @chrisriddell50, says it all re David Cameron's heartlessness. #refugeeswelcome  http://t.co/gq9DhU7Qsq
629527291035566080	metlife	1	@StoryofEleanor_  a few of the pictures I personally took at MetLife on Wednesday. Tried getting you good pics of him http://t.co/oioURLfoQZ
641164550318989312	bbc	1	@LLNTutor Like the BBC, when they've just mentioned a brand/product. 'Other ways to learn are available and may be just as effective'.
633347882914029569	google+	1	If you are interested in my next Google+ for Business workshop 10 September Derby,Direct Message me for details and a chat #lichfieldlocal
641621458293276672	ipad	0	wait...I may reconsider my decision to get surface pro 4 if ipad pro comes with a stylus with pressure sensitivity
627593236706656256	fleetwood mac	2	Just said farewell to a bottle of Glenlivet in the company of Fleetwood Mac. Adieu mon cheri!
630818265799921664	@microsoft	1	Innovation for jobs is just around the corner - to be exact next Wednesday 8/19 at @Microsoft http://t.co/3DK6ToZeA8 http://t.co/L2wOZcwgRb
641396841158840321	labor day	1	We hope you Cougars had a great Labor Day weekend! This Friday we will have Ultimate Cougar on the USU Lawn at 7pm!
641459533420851200	netflix	0	Dear White People is on Netflix. I'll have to watch it tomorrow after school
641261535067770880	pope	0	@Reuters The Pope may get applause, but it is actually another e.g. of the church being pulled along by modernity. Still a long way to go.
632172694088368128	mariah carey	1	Omw to work bumping this 90's Mariah Carey. Bet NOT nobody fukc up my day. I gotta short fuse so this feeling may... http://t.co/ZnOHQYYpYe
635141926119960576	digi	1	@SEBTSB I have them on I have always had them on and I cried when I found out you were gonna be able to make it to Digi tour ATL Feb 21st
641661395944079360	hannibal	0	Lots of crime action in Hannibal the past two days... check it out in tomorrow's @hannibalcourier
630807040634580992	michelle obama	0	"@spareribbetje Walrus, die word bereden door Michelle Obama in de opkomende zon met tekst ""I wish i was that walrus, cuz the sun is pretty"""
640985923124133888	batman	1	Time to dust off the @cfsmoke #STFD shirt!  FINALLY get to see Batman pitch at PNC.  See you Thursday, @wudeydo34 and @Pirates!
622037246120693760	amazon prime day	0	See what's going on in the world of ecommerce including Amazon Prime Day, eBay Q2 results and Apple Pay news http://t.co/Tjctxry03b
637722212271677440	fleetwood mac	1	"""Listen to the wind blow, watch the sun rise."" Fleetwood Mac - The Chain [Studio Version] https://t.co/FLnL6JSC2k via @YouTube"
635600938254925824	apple watch	-1	I really expected an Apple Watch to be a bit smarter than just telling me to stand up after I just sat down, only because it's 4:50pm.
641258686934052864	bernie sanders	1	Bernie Sanders will stop in Greensboro, NC Sunday. He's holding a rally at the Greensboro Coliseum. #Vote2016 http://t.co/big5SxMZQO
641544155114696704	digi	1	Student loan paid in Monday. Not a chance I won't be going to Digi on the nighttime
641620338279907329	netflix	1	Oppenheimer's Jason Helfstein reiterated the firm's Outperform rating on Netflix $NFLX ahead of Wednesday's Apple Inc $AAPL
639908441239121920	scotus	0	Religious freedom, purposely protected by 1st A., is now trampled by the SCOTUS decision on gay marriage.#ImWithKim http://t.co/uarVbr8BE3
641543337950908416	google	1	Not new but worth reading again if you have already: Google's Hiring Wishlist http://t.co/XYZLy0h4nc #learning #cognition
631001635435581440	bob marley	1	Just listening to Bob Marley and talking about whatever...my Friday night goals right there
641502442165633024	netflix	1	My 4 day weekend = binge watching old episodes of Saturday Night Live on Netflix
640442700307800064	david cameron	0	Cable describes David Cameron as pretty hands-off and predicts @George_Osborne will become the next Prime Minister. http://t.co/VWoH3UvRx3
633722718521790466	grateful dead	1	Grateful Dead show in San diego on the 7th. Save the date.
639670017517350913	jay-z	1	I don't know much about algebaaaa,but I know today it's the 4th and it happens to be Jay-Z's wife's BDay.
638209440785805312	amazon prime	1	Tonight I spent 20 minutes looking for someone with Amazon Prime so I could order a Ouija board for Friday without my mom finding out #adult
639883122352500736	planned parenthood	0	A federal terrorism task force is investigating the fire at Planned Parenthood in Pullman http://t.co/pCjKQIpJmi
641051971198296064	donald trump	1	The only person who could put this country back together &amp; reinforce it as a secular state is Donald Trump https://t.co/ckUJkeAtPR
641356809773584389	chelsea	1	chelsea just uploaded the CUTEST video of us from sunday omfg
640710805508497415	batman	1	Heath Ledger in Batman may be the best performance of any actor in any movie of all time
622309536825630720	digi	0	#Green #Environment Five fascinating facts that you may not know about sea turtles - Digi... http://t.co/GhthxzDtvf #Wild #Planet #Earth
622582169345634304	magic mike xxl	2	Seeing Magic Mike XXL with my mains last Friday! #fridayfunday #unforgettable #tgifholiday https://t.co/4QErLEKSeK
641216724180709376	pope	1	Tickets to see the Pope go on sale today at noon.  The rest go on sale tomorrow.  Here's the link and all the info: http://t.co/KA8KG8nTG8
636287426235924480	ac/dc	2	I just realized I'm seeing AC/DC tomorrow. Holy shit, I've waited nearly a year for this!
641585901752221696	labor day	0	@SIstingrays @StevenMatteo Monday was the Labor Day holiday. We are catching up with the 11,000 tons of trash that didn't get picked up.
632585873792479232	snoop dogg	0	"Snoop Dogg's Son Cordell Broadus Quits UCLA Football: He told head coach Jim Mora on Thursday that he decided to pursue ""other passio..."
632837831350730752	galaxy note	2	After the Samsung press conference on Friday, I'm inspired to buy a Galaxy Note 4 when the price drops to clear old inventory :)
635305129479176192	jurassic park	1	Look for the Jurassic park suv near the Camarillo Air show on Sunday for special discounted passes to c4. Get... http://t.co/jJCEHDOyec
640540228479008768	sarah palin	0	Palin eyes Energy secretary job in Trump Cabinet - Former Alaska Gov. Sarah Palin said Sunday she could see hersel... http://t.co/lSpcmZFIn2
636477983943999488	monsanto	1	Monsanto's $46 bln offer deserves a hearing, says @Unmack1: Syngenta should talk, or show investors it has a better plan $SYT $MON #mergers
635874660387848192	galaxy note	0	going to try and install Lollipop on my old Galaxy Note 1 later  . . only really gets used as a dev test and sat nav :)
631511384933576704	kurt cobain	1	Kurt Cobain Solo Album + Comedy Sketch To Drop in November with http://t.co/jumAPFeaoD #endless-scroll #KurtCobain #MusicNews
638817591385980928	barca	0	Ben Lederman may well end up being the first American to play for Barca but, for the time being, it sounds like he's heading to Florida.
641321565511139329	donald trump	0	"I can't wait for Donald Trump to get elected president and then end the oath of office with ""live from New York, it's Saturday Night!"""
638201499118497792	michael jackson	1	VIRGO OF THE DAY- We wished our fellow Virgo Captain Michael Jackson a Happy Birthday on the 29th now it's time... http://t.co/fF7I7D7ItV
641317076242702336	harry potter	1	in the mood to watch all the Harry Potter's for the 3rd time in 2 months
633774775542902785	rick perry	1	Good for the Des Moines Register and good for Rick Perry.  He will make you all proud. https://t.co/OgBoS2KJvh
639578714561495044	fleetwood mac	-1	Brothers off to Ibiza tomorrow and he's currently in the kitchen listening to Fleetwood mac, fucking loser hahahah
640066433452347393	seinfeld	1	@kanani_lol what a waste. It even has the last man on earth, Seinfeld, South Park and Monday night raw. Hulu is awesome
629151020505956352	jurassic world	0	Sat through Jurassic World w/ a screaming baby in my ear + a 6 year old climbing up the back of my chair. Ruined my experience @AMCTheatres
641266037514702848	lexus	1	May our old mini van and Lexus rest in peace. And hello brand new cars :D still miss the Lexus a lot though :'(
640712308554117120	harry potter	0	"""Hey, can you set up Apple TV so I can watch Harry Potter while I get fucked up?"" --ladies and gentlemen, may I introduce you to my roomies!"
636100906224848896	ios	1	Not sure how to start your publication on iOS? We'll be live helping with ask me anything sessions today and Friday http://t.co/KPqqGjjh3x
625818645176827904	eric church	1	@KCOOLJ_11 @Cool_1176 @bigbronso2 have you guys got ur Eric church tix yet? Prices go up August 1st
635285109793492992	snoop dogg	1	I predict I'll feel like I partied with Psy &amp; Snoop Dogg tomorrow because of @Fleetwood_Smack: https://t.co/Lo7ZQc3rBu
641209979991490560	donald trump	-1	If Donald Trump expects to keep his lead he may want to head on down to Kentucky and STAND behind Kim Davis. I... http://t.co/S6YR6F7xCu
641437943555620865	netflix	1	Too hot. Too cold. Rain. Sun. Snow. Clear. People always have an excuse not to vote. Online you say? Nah, I'm watching Netflix.
629579378284859392	apple watch	0	The MiniSuit SPORTY armband lets you carry your iPhone 6 and your keys while working out: Apple Watch may be a... http://t.co/HHk2xcmhOb
638891695057317888	snoop dogg	0	Nas replaces Snoop Dogg at the #NYSFair Wednesday night. Do you like the new act better? http://t.co/hXcKm3Y6is http://t.co/J33d1gLcs6
632805868334153728	@microsoft	-1	@Microsoft Is it normal that it takes hours to check the email name for creating an microsoft account? 2nd try!
638423648492220417	michael jackson	1	@Pearsey you got that from his website. My brothers mate at school once said his 2nd cousin was Michael Jackson. A similar tale to this...
636339566513946624	nokia	0	@NarvirH may as well just have a Nokia brick
629368536276836354	ric flair	1	"Just read that there may be a ""RVD Farewell Tour"" similar to the one Ric Flair had up too Wrestlemania 24.... http://t.co/Xs8ASRGOP6"
628688794582142976	lexus	1	Toyota's luxury brand Lexus said Wednesday it has created a hoverboard. Yes, a hoverboard -- as in something that... http://t.co/zUFRuDL92W
641342271833534464	amazon	1	Amazon may sell $50 tablet with 6-inch screen during the Holiday Season http://t.co/bBGjtZ3MSb
629655485168271361	lexus	1	Come and visit @officiallexusuk Lexus vehicle display in Spinningfields to see the Lexus #NX #RCF #GSF and #LFA from today until Saturday!
641653870742142976	nintendo	0	Nintendo may consider removing region locking with next console - Game Politics #io9.com http://t.co/2EIVbyJjzj
641304065947910144	chelsea	-1	No blues starting for England! Sound for Saturday, Chelsea are getting fucked and Jose knows it
641509708747010048	iphone	1	The new iPhone will be announced tonight at 1AM (10th Sept). Here's how to watch it live http://t.co/aFRlZFTPc5 http://t.co/JIhzZ3paAA
641448417512714240	chris brown	2	@lisee_p Bruh. Gotta go lol. And Chris Brown is coming this Thursday after my first day at work. Lit like Bic.
641027648983072768	chris brown	1	Still in search of the really Dayna Santullo. She's been missing since she willingly passed on a Chris Brown concert on Saturday
637415817597059072	eric church	2	Friday night cruising through Tennessee, listening to Eric Church with my love #bliss
639935724033339393	@microsoft	1	Look @Qualcomm I found the 1st #Snapdragon Phone in my stuff from #Toshiba and @Microsoft. Still Working :) http://t.co/dLbuag6QDU
641127726192177152	federer	1	Federer breaks his own record with a 14th appearance at the ATP Finals after reaching the US QF #FinalShowdown http://t.co/ugI3PQBp8w
634902664569049088	david beckham	2	If I could have any soccer player I want it'd be Prince Boateng,David Beckham or Neymar Jr....Beckham is 1st choice
640587723062030336	kerry	1	@timmbarton123 @voxdotcom We must keep working to make it happen tho. If Twitter/FB existed during Kerry he may have won! MySpace failed.
629462630932041728	eric church	1	Anybody wanna go see Eric Church August 27th at the state fair with me????
640960497341218817	messi	1	*talking to Gunny about who's playing tomorrow*  Me: Messi and then some Mexicans that you don't know  Gunny: that's okay. I like Mexicans
640680528061026304	scotus	0	@alphainparis 14th Amendment is the one used by SCOTUS in the marriage equality ruling. @gshevlin
623814061096984576	magic mike xxl	1	Omfg? Magic Mike XXL was on cinemas last July 1st and I didn't even get to see it bummer :--(
640395584264769536	batman	1	Since September 26 is Batman Day I'm having a Batman month. We start off with the greatest Batman Story ever https://t.co/1Ycm3n5mfP #Batman
635616899607461888	bentley	1	Kids enjoying last moments of freedom before school tomorrow. Bentley is taking advantage of the blanket fort.. http://t.co/oa7xdtBn9X
641429538493194240	chris brown	2	Jealous of everyone going to Chris brown on Thursday
641173808292851712	lexus	0	Audio Question: hi i am new to Lexus ownership and have a 1998 gs300 with sat-nat and scree... http://t.co/ejflSOgE5P #lexus #Automotive
629426436663717889	amazon prime day	0	Marketing &amp; Sales, 3 marketing lessons from Amazon Prime Day: Even though the social media world may h... http://t.co/I2y3TpO9ki Modesto
639990335788220417	ipod	1	Apple has a recall on all 1st generation iPod Nano's, And will give you a 6th generation iPod Nano if you return the 1st generation one.
629311648419819520	grateful dead	1	Grateful Dead Resurrected Once Again, With John Mayer On Guitar: While the Grateful Dead may have reached thei... http://t.co/WpzJczmJmA
640915832160284672	david beckham	0	David Beckham has expressed his desire to be the next James Bond. He's a good look but his acting may be a deal breaker
640536610006790145	arsenal	0	@JCuzzy1 @Fydsy @FootyML @JimFish286 @Wolf_TicketsLFC our true par is probably 5th behind Arsenal. It might not be nice but it's the reality
640466941602230272	juventus	1	Top of the league, Chievo, will face bottom of the league, Juventus, next Saturday.  someone pinch me.
639490700447510528	kerry	0	Babysitting 10 kids tomorrow night with Kerry! It's gonna be hectic
640481730126811136	angela merkel	1	40% of Syrians are graduates.  Perhaps Angela Merkel's decision is not just humanitarian.  http://t.co/D7IL2QP6DY http://t.co/LED4qYWrRS
640451835057143808	nintendo	1	Honestly, lack of 3rd party support should have been expected. its not the company's fault for not siding with Nintendo
635750891145011201	fleetwood mac	1	Hello soggy Monday. Coffee with Fleetwood Mac Greatest Hits - well why not? #mondaymorning
640553062290059264	michael jackson	2	Sunday brunch with a Bloody Mary is the best! Michael Jackson is on the radio too! #drinklocal #dolocal #music http://t.co/S7dFzns799
640423375093927938	scotus	1	@Billd111 @megynkelly @tedcruz SCOTUS has determined that the 14th amendment guarantees equal access to marriage for all citizens
640828064255967232	apple watch	-1	Apple Watch is a FLOP as aales of the gadget have ... http://t.co/eURFhg06GC
628925899929313280	amazon prime	1	I have discovered that Bobby's World has unlimited streaming on Amazon Prime. I may or may not be watching it while I'm on the bike.
641032167091478528	minecraft	1	All I really want to do is cuddle up in bed and play Minecraft until I fall asleep and not wake up again until like Friday night...
634688995075694593	erdogan	-1	Erdogan has drowned a country in blood for votes at the ballot box https://t.co/Aaa2jGCjRn
636049505503195136	ihop	1	Pancakes for a dollar tomorrow at Ihop... you're welcome
628142345750327296	google+	-1	ICYMI: The 'failure' of Google+: A round-up of interesting technology-related links you may have missed over t... http://t.co/oTAvvoFQSk
641267504296382464	amazon	1	Mending the Piggy Bank | 10 FREE Children's Kindle eBooks on Amazon (September 8 Roundup) http://t.co/rzKDbZUpBU
638292267262976000	nokia	0	@AskBankOfScot Me again! The Nokia model 735 does not appear on the list to register. Every other number under the sun!
641026319120211968	harper	0	@AdamRubinESPN Harvey thanks you for this scene Harper. Takes the attention off him to pitch tomorrow lol.
641605732778024960	apple	0	My predictions for the Apple event: Apple have bought Tesla, Uber and Google cars, as of tomorrow car ownership is now a thing of the past.
626909122332483584	seinfeld	1	Seinfeld fans get a winner at #DelMar as #2 Little Jerry wins a thriller in the 7th! http://t.co/9cgKCCuFx4
640390484704137216	michael jackson	1	@CarbieWarbie TY4 follow. Happy Sunday! ET the Extraterrestrial (Storybook) as told by Michael Jackson (Movie Edit) https://t.co/Kfa3Y3yFUX
628925997883256832	lexus	0	Lexus, Mercedes, Harleys, Hayabusa all at the 11th Annual Car &amp; Bike Show this Saturday
641515507892400129	iphone	0	Apple will be hosting its next iPhone reveal event on September 9 at 9AM PST. You can watch a live stream of the event at GameSpot's ...
641512927225208832	iphone	1	I'm so excited for the new iphone release tomorrow yas.
641146416316985344	kerry	1	Like Kerry Frith (Author)  page for your updates on her books &amp; special offers  1st two books of the cocktail &amp;... http://t.co/ZpsYPTvotp
625364154476535808	digi	-1	Digi with the girls is going to be a disaster tomorrow I can feel the crying already
638209380983414784	michael jackson	1	@juliaanapp you may say oh it is August 29 Liam from One Direction's birthday but no it's also Michael Jackson birthday
640453612855029761	arsenal	1	@ridroberts haha it was closer to the six yard line.ha...remember beating Arsenal 3-0 nevin 2 thought wed win the league that season
636664800735432704	joe biden	1	Biden gauging his 'emotional fuel': Vice President Joe Biden revealed to members of the Democratic National Committee Wednesday...  #news
634293213931503616	ibm	0	Registrations are open to our Controller day in IBM Client Center Brussel on September 22! http://t.co/XQKgY7gDlZ
634441913228201984	snoop dogg	1	Okay clarification maybe not Snoop Dogg's best song but top 5! I was listening to it when I was tweeting so may have been a little bias
641642352604512256	iphone	1	Get the popcorn (or coffee in my case) ready, folks. 1 hour till the new iPhone event! Tuning in from #Asheville, NC. http://t.co/sTI3xeHGhV
639108481774022656	oracle	0	it was invented by james gosling at sun microsystems, which was acquired by Oracle the language is primarily based on C and C++
636702645571440641	eric church	1	LAST CHANCE!!! I have 2 Eric Church tickets for tomorrow night at the State Fair. PLEASE text or message me if interested!
638874086282694657	minecraft	0	Penicuik House rises from ashes in Minecraft: To mark the 25th national Doors Open Day, the Scottish Civic Tru... http://t.co/og01pZDUxU
624467897608331264	angela merkel	1	"""Grexit"" struggle tests Germany's power duo: On July 17th, her 61st birthday, Angela Merkel stepped to the pod... http://t.co/CUeCS3DueZ"
620433997202505728	conor mcgregor	1	Saturday Ireland stayed up to see if Conor McGregor will win. Sunday Greece stayed up to see how much it will lose. #ThisIsACoup
640858024458997760	jay-z	2	May the Lord give you Jay-Z and Beyonce's kinda love... No way that relationship is fake or for social media
641167123130269696	arsenal	0	Unlucky Wales. Any news on the fitness of Stoke's scrum-halfs ahead of their game against Arsenal on Saturday? https://t.co/wvVuOLpFPM
621683248851234816	angela merkel	-1	Angela Merkel, explaining to a crying child that Germany might just deport her. http://t.co/56aTBHvIUR http://t.co/yxtjaitzSO
640971810968834048	kurt cobain	1	This is a tribute to Kurt Cobain. It's the same recording that I already posted, Season's in the Sun, but... http://t.co/l0b4jU7s0d
641210718730231808	david cameron	1	Can anyone imagine someone other than David Cameron representing us on the world stage in these troubled times? https://t.co/usqxCmiH90
640783729854582784	kerry	2	Kerry may you rest in peace, you will live on through your kids and grandkids who you must be so very proud of,... http://t.co/SJJUdGp5z3
641427224105619457	juventus	1	Arsenal transfer news: Gunners ready to sign Simone Zaza in January with Juventus open to sale ...: Arsenal lo... http://t.co/I2Od5rZ9hh
641572150097379328	david cameron	0	David Cameron says that there 'may well be case' for ISC to scrutinise drone strikes, but it will not be able to look at current operations
627001918305406976	pride parade	0	YVR! I need to find a wagon to borrow for the pride parade on Sunday. Red flyer, folding camp wagon etc. Something to hold a cooler. Halp!
640821894283952128	madonna	2	Gonna listen to Madonna all day until nov 7 #RebelHeartTour #prague
637351806247522304	planned parenthood	0	(Reuters) - Planned Parenthood filed a complaint in Alabama federal on Friday seeking to stop the state from defunding its health cli...
641354980406890496	nike	1	For the 2nd consecutive year, the #Patriots and Nike will release new Lunar Force 1 sneakers. http://t.co/H9F0wlDwFU http://t.co/c0oNUqs9Xg
638184807952945154	madonna	1	Interested in serving in the church? There will be  training for Altar Servers in Madonna on September 2 at 6pm #AltarServer #Ramblers #LUC
641083599916175360	bernie sanders	1	Here's a thing about rallying tomorrow, Bernie Sanders' birthday, to donate to his campaign. http://t.co/hLd9QnmLD8
637411004750520320	joe biden	0	Take a good look at Bernie Saunders, he's giving Hillary a run for her money. Joe Biden may join the race. And they're off!
640774662033534976	michael jackson	0	@MirandaCosgrove @CaylenWeather michael jackson or harry styles? the world may never know
639707304905043968	jurassic world	2	@tpmonsters tomorrow I'm going to watch it for the 12th time! Guess there is very much love for Jurassic World!
639350429990555648	nintendo	1	Gon get smashed! The Nintendo kind though, not the drunk kind. Right?..right? https://t.co/gH5X0qBaeR
623223507401355264	david beckham	1	Social media boosts vintage cars: New York - David Beckham may have more of an influence on you than you think... http://t.co/UfLB8ruBap
640630774773977088	harry potter	1	Such a good day in Edinburgh! Sightseeing, harry potter cafe, shopping and museum visits :) Edinburgh uni open day tomorrow! Excited :)
640212997596549120	ihop	1	IHOP wit bubba jay @GuwopoGodd_ tomorrow  he better eat too
640082944564965380	nintendo	-1	@xchadillacx it comes out NOV 13 if it does come out.  Nintendo is notorious for rumors trust me ha
640877966658932737	scotus	1	@chrisbraly   SCOTUS never made law they interpreted it. 14th A guarantees equal rights for all Americans
640287517422563328	batman	1	My boyfriend just took us to watch a film for our 5th date - it's been dinner, dinner, dinner, dinner, Batman... #jokes #poojokes #batman
639840561021759488	beyonce	1	It's friday, Beyonce's birthday n Rodeo album out .. what a holi fucking day.
641469238968893440	messi	1	Somebody get a mustache, a fake birth certificate and get Messi signed up for the US on October 10th, please.
641576493659889664	justin	2	i wanna party with justin and get really drunk then fuck like theres no tomorrow
634814181334773760	ibm	0	"""In 2015 Forbes ranked Nestle as the 30th largest public company in the world, ahead of Google, BP, IBM, and... http://t.co/BubBB211lo"
638232357632258048	snoop dogg	0	@OhThatKatieKat @IzzyArmendariz_ I blame Snoop Dogg for getting Izzy to stick her body out the sun roof
639808591529033729	ihop	1	one of my favorite activities is going to IHOP every Friday with the squad
640511154809208832	sarah palin	-2	Made my morning coffee and sat down to watch the news...Sarah Palin is on.   What a horrible way to start the day.
641295194583797765	@microsoft	0	@Microsoft  turns to @Dell  and @HP  to help get Surface into the office http://t.co/54JIFKE6IF
637754515295375360	barca	1	#Barca Did Florentino Perez make the schedule in La Liga? Barca's 1st 4 away games all against top 8 teams; RM plays Sevilla &amp; 3 creampuffs.
631122937429405696	david beckham	1	David Beckham scored a goal for parents Monday, striking back against all the critics who tell us they know how... http://t.co/IzsXk9Oygg
